|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|embedding|cluster
1003|1003|05f2679171|1|1|397.83|green|DropShipping|new|not refubirshed|TOYS AND GAMES|no|397.83|reputation: green; products: 1; stock: 1; priceproduct: 397.83; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: TOYS AND GAMES; regularprice: no; Cluster:3|56|"[ 0.02075492  0.00456992 -0.00770308 ... -0.00105446  0.02517903
  0.0206838 ]"|3
1004|1004|05f3b7e196|1|72|3078.63|green_gold|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD APPLIANCES|yes|42.76|reputation: green_gold; products: 1; stock: 72; priceproduct: 42.76; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: HOUSEHOLD APPLIANCES; regularprice: yes; Cluster:3|61|"[-0.01279724 -0.00953234  0.01642652 ... -0.00908779  0.02904886
  0.00803107]"|3
1005|1005|05f4a7f1b0|5|82|812.3299999999999|green_platinum|FulfilledbyMerchant|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,BEAUTY PROFESSIONAL,CONSTRUCTION,AUDIO & GENERAL ELECTRONICS,HABERDASHERY|yes|9.91|reputation: green_platinum; products: 5; stock: 82; priceproduct: 9.91; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES,BEAUTY PROFESSIONAL,CONSTRUCTION,AUDIO & GENERAL ELECTRONICS,HABERDASHERY; regularprice: yes; Cluster:0|90|"[ 0.00089795  0.00202144  0.00804084 ... -0.01202382  0.01951063
  0.00253803]"|0
1006|1006|05f62a4ed8|1|3999|749.45|red|Cross Docking|new|not refubirshed|APPAREL|no|0.19|reputation: red; products: 1; stock: 3999; priceproduct: 0.19; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL; regularprice: no; Cluster:1|56|"[ 0.00087682 -0.00038786  0.00886647 ...  0.00179899  0.02890484
  0.01358316]"|1
1007|1007|05f695145b|1|1|50000.0|newbie|Cross Docking|new|not refubirshed|ANTIQUES & HOBBIES|no|50000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 50000.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: ANTIQUES & HOBBIES; regularprice: no; Cluster:2|61|"[-0.01196803 -0.00267363 -0.00411209 ... -0.00328737  0.0221562
  0.00210208]"|2
1008|1008|05f856dc64|1|3|110.0|yellow|Cross Docking|new|not refubirshed|BEAUTY PROFESSIONAL|no|36.67|reputation: yellow; products: 1; stock: 3; priceproduct: 36.67; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: BEAUTY PROFESSIONAL; regularprice: no; Cluster:1|59|"[-0.02304476  0.00044177  0.01950871 ... -0.00097279  0.0284395
  0.0148242 ]"|1
1009|1009|05f8bde3e0|1|1|36999.0|newbie|Cross Docking|used|not refubirshed|MUSICAL INSTRUMENTS|no|36999.0|reputation: newbie; products: 1; stock: 1; priceproduct: 36999.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: MUSICAL INSTRUMENTS; regularprice: no; Cluster:2|60|"[-0.01963208 -0.00217634 -0.0082926  ...  0.00511815  0.02060768
  0.0031313 ]"|2
1010|1010|05f905c0e3|1|1|2599.0|green|Cross Docking|used|not refubirshed|CAMERAS & DRONES|no|2599.0|reputation: green; products: 1; stock: 1; priceproduct: 2599.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: CAMERAS & DRONES; regularprice: no; Cluster:1|59|"[ 0.01236257  0.01477266  0.02203921 ... -0.00241553  0.01364021
  0.01320465]"|1
1011|1011|05fa905a55|1|9|100.0|green|Cross Docking|new|not refubirshed|TOYS AND GAMES|no|11.11|reputation: green; products: 1; stock: 9; priceproduct: 11.11; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TOYS AND GAMES; regularprice: no; Cluster:1|57|[0.01294025 0.011962   0.02147838 ... 0.00356774 0.02211137 0.01592536]|1
1012|1012|05fb8be79c|1|399|200.0|green|Cross Docking|new|not refubirshed|SPORTS|no|0.5|reputation: green; products: 1; stock: 399; priceproduct: 0.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: no; Cluster:1|54|"[ 0.00335672  0.01082909  0.00305055 ... -0.00041773  0.03283611
  0.02574043]"|1
1013|1013|05fd2b855a|2|2|29400.0|green|Cross Docking|used|not refubirshed|ACC MOTORCYCLES|no|14700.0|reputation: green; products: 2; stock: 2; priceproduct: 14700.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; Categories: ACC MOTORCYCLES; regularprice: no; Cluster:1|58|"[ 0.00260087  0.01028845  0.01212182 ... -0.00184775  0.0205769
  0.01551536]"|1
1014|1014|05feeacb71|9|1664|2068.0|green_silver|Cross Docking|new|not refubirshed|STATIONERY,TOYS AND GAMES,ANTIQUES & HOBBIES,BOOKS, MULTIMEDIA & OTHER E!,FOODS,HABERDASHERY|no|1.24|reputation: green_silver; products: 9; stock: 1664; priceproduct: 1.24; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: STATIONERY,TOYS AND GAMES,ANTIQUES & HOBBIES,BOOKS, MULTIMEDIA & OTHER E!,FOODS,HABERDASHERY; regularprice: no; Cluster:1|93|"[ 1.71307586e-02 -3.65923624e-03  3.60807143e-02 ...  4.61312957e-05
  1.67214405e-02  1.70549583e-02]"|1
1015|1015|05ffad17d5|1|4|2148.0|green|Cross Docking|new|not refubirshed|TOYS AND GAMES|no|537.0|reputation: green; products: 1; stock: 4; priceproduct: 537.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: TOYS AND GAMES; regularprice: no; Cluster:1|57|"[ 0.00818966  0.00858103  0.00975512 ... -0.00230108  0.02110469
  0.02384424]"|1
1016|1016|0602834332|2|2|2190.0|green|DropShipping|used|not refubirshed|APPAREL,FOOTWEAR|no|1095.0|reputation: green; products: 2; stock: 2; priceproduct: 1095.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: used; Categories: APPAREL,FOOTWEAR; regularprice: no; Cluster:3|60|"[ 0.02258946  0.01106378  0.01989027 ... -0.01013278  0.03123552
  0.00682375]"|3
1017|1017|0602b66705|1|1|260.0|green|DropShipping|new|not refubirshed|APPAREL ACCESSORIES|no|260.0|reputation: green; products: 1; stock: 1; priceproduct: 260.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL ACCESSORIES; regularprice: no; Cluster:3|56|"[ 0.02903508  0.01064132  0.01463456 ... -0.0026713   0.03773829
  0.01122641]"|3
1018|1018|0603512606|3|0|2271.0|green_platinum|FulfilledbyMerchant,DropShipping|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|inf|reputation: green_platinum; products: 3; stock: 0; priceproduct: inf; logistictype: FulfilledbyMerchant,DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES; regularprice: no; Cluster:0|65|"[ 0.00117705 -0.01435636 -0.0041251  ...  0.00408164  0.02464194
  0.03076983]"|0
1019|1019|06042f9ca7|2|1368|571.9|green|Cross Docking|new|not refubirshed|APPAREL,SPORTS|yes|0.42|reputation: green; products: 2; stock: 1368; priceproduct: 0.42; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL,SPORTS; regularprice: yes; Cluster:1|59|"[ 0.00798007  0.00356267  0.01431785 ... -0.00419159  0.03672775
  0.02194707]"|1
1020|1020|06043e9cb0|2|23|910.0|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|PARTY|no|39.57|reputation: green_platinum; products: 2; stock: 23; priceproduct: 39.57; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: PARTY; regularprice: no; Cluster:0|60|"[ 0.00617773 -0.01056905 -0.00700367 ... -0.00799779  0.01054662
  0.01935914]"|0
1021|1021|0605ee1983|26|83|29543.46|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES,OTHER,SMARTPHONES & TABLETS,CAMERAS & DRONES,CONSTRUCTION,TOOLS,ANTIQUES & HOBBIES,ACC CARS & VANS,AUDIO & GENERAL ELECTRONICS,HOUSEHOLD ITEMS,HEALTH|no|355.95|reputation: green_platinum; products: 26; stock: 83; priceproduct: 355.95; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: IT PERIPHERALS, PARTS & ACCESSORIES,OTHER,SMARTPHONES & TABLETS,CAMERAS & DRONES,CONSTRUCTION,TOOLS,ANTIQUES & HOBBIES,ACC CARS & VANS,AUDIO & GENERAL ELECTRONICS,HOUSEHOLD ITEMS,HEALTH; regularprice: no; Cluster:0|120|"[ 0.02366247  0.00452481 -0.00264478 ... -0.00030904  0.01517517
  0.01809924]"|0
1022|1022|0606f5db31|1|2000|533.12|red|DropShipping|new|not refubirshed|APPAREL ACCESSORIES|yes|0.27|reputation: red; products: 1; stock: 2000; priceproduct: 0.27; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL ACCESSORIES; regularprice: yes; Cluster:4|57|"[ 0.0090006  -0.00921667 -0.00529754 ...  0.00344042  0.03472086
  0.00442579]"|4
1023|1023|06073bd6ae|1|100|105.8|green|Cross Docking|new|not refubirshed|APPAREL|yes|1.06|reputation: green; products: 1; stock: 100; priceproduct: 1.06; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: APPAREL; regularprice: yes; Cluster:1|55|"[ 0.00353697  0.0041037   0.01575643 ... -0.0119707   0.0335778
  0.00848423]"|1
1024|1024|060799f4aa|4|47|2528.14|green_gold|Cross Docking|new|not refubirshed|SPORTS|yes|53.79|reputation: green_gold; products: 4; stock: 47; priceproduct: 53.79; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; Categories: SPORTS; regularprice: yes; Cluster:1|55|"[-0.01519655  0.00972252  0.00818504 ... -0.00308425  0.04322772
  0.02364898]"|1
