|Unnamed: 0|seller_nickname|products|stock|price|seller_reputation|Lt|condition|isrefu|category_id|regular_price1|pxp|mix|tokens|totalcat|embedding|cluster
33|33|004286a872|3|56|1603.81|green_gold|FulfilledbyMerchant|new|not refubirshed|PARTY,BEAUTY PROFESSIONAL,DECOR|yes|28.64|reputation: green_gold; products: 3; stock: 56; priceproduct: 28.64; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes; Cluster:3|57|3|"[-0.01704679 -0.01337552  0.01769778 ... -0.00651745  0.03672781
  0.01513168]"|3
34|34|00436106b8|1|1|1800.0|newbie|Cross Docking|used|not refubirshed|SPORTS|no|1800.0|reputation: newbie; products: 1; stock: 1; priceproduct: 1800.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.02702319 -0.00252011 -0.00021861 ...  0.00301082  0.01854801
  0.01538314]"|2
35|35|004651fc58|6|222|3497.94|green_platinum|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD ITEMS,CONSTRUCTION|yes,no|15.76|reputation: green_platinum; products: 6; stock: 222; priceproduct: 15.76; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:0|59|2|"[ 0.01149754 -0.01297719  0.00343492 ...  0.00460505  0.02840035
  0.0185863 ]"|0
36|36|0046ecb5dd|1|7|24999.0|green|Other|new|not refubirshed|PET|no|3571.29|reputation: green; products: 1; stock: 7; priceproduct: 3571.29; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:3|54|1|"[-0.01348689 -0.00076672  0.01953936 ... -0.00253849  0.03012195
  0.01523834]"|3
37|37|0047388f3c|1|1|300.0|red|Cross Docking|used|not refubirshed|APPAREL|no|300.0|reputation: red; products: 1; stock: 1; priceproduct: 300.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.01964641 -0.00256183  0.01713191 ...  0.00717617  0.02093396
  0.00936121]"|1
38|38|00484b14b5|1|23|365.0|green_silver|Cross Docking|new|not refubirshed|FOODS|no|15.87|reputation: green_silver; products: 1; stock: 23; priceproduct: 15.87; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[ 0.00255416 -0.00762902  0.01320579 ... -0.00928718  0.01970458
  0.02168247]"|1
39|39|0048fd19e8|1|1|242.0|green|Cross Docking|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|242.0|reputation: green; products: 1; stock: 1; priceproduct: 242.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[-0.00880073  0.00293358  0.02252988 ... -0.00999617  0.01702942
  0.01612001]"|1
40|40|00499405c6|1|7|310.15|newbie|FulfilledbyMerchant|new|not refubirshed|MANICURE & PEDICURE|yes|44.31|reputation: newbie; products: 1; stock: 7; priceproduct: 44.31; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:2|56|1|"[-0.02635734 -0.00957705 -0.02512207 ... -0.00015162  0.018023
  0.00380068]"|2
41|41|004a939be4|1|2|2299.0|red|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|1149.5|reputation: red; products: 1; stock: 2; priceproduct: 1149.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-8.56961869e-03  4.69915904e-06  1.41345998e-02 ...  2.10851780e-03
  2.02417709e-02  1.18152304e-02]"|1
42|42|004b2a6a29|1|13|721.65|green_silver|Cross Docking|new|not refubirshed|TOYS AND GAMES|yes|55.51|reputation: green_silver; products: 1; stock: 13; priceproduct: 55.51; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|57|1|"[-0.00350752 -0.01303872  0.01488518 ... -0.01154037  0.01646678
  0.02041699]"|1
43|43|004b3006ae|1|9|279.99|green|Cross Docking|new|not refubirshed|SPORTS|no|31.11|reputation: green; products: 1; stock: 9; priceproduct: 31.11; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00557312  0.01072342  0.02927618 ... -0.00688894  0.01829762
  0.01555662]"|1
44|44|004cb3afd3|1|6|499.0|green|Cross Docking|new|not refubirshed|HEALTH|no|83.17|reputation: green; products: 1; stock: 6; priceproduct: 83.17; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[ 0.00017713  0.01113551  0.02695105 ... -0.00447575  0.020191
  0.02108244]"|1
45|45|004f0b0d94|1|1|3999.0|newbie|Cross Docking|used|not refubirshed|ANTIQUES & HOBBIES|no|3999.0|reputation: newbie; products: 1; stock: 1; priceproduct: 3999.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.01246102 -0.00700695 -0.00808262 ...  0.00461323  0.01904377
  0.0135594 ]"|2
46|46|004fca247a|1|1|2899.0|newbie|Cross Docking|used|not refubirshed|SMARTPHONES & TABLETS|no|2899.0|reputation: newbie; products: 1; stock: 1; priceproduct: 2899.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.02213433 -0.00196603 -0.00627769 ...  0.00764503  0.01871976
  0.00857422]"|2
47|47|0052716a37|2|1451|304.5|newbie|FulfilledbyMerchant,Cross Docking|new|not refubirshed|BEAUTY PERSONAL CARE,CPG PERSONAL CARE|no|0.21|reputation: newbie; products: 2; stock: 1451; priceproduct: 0.21; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:2|61|2|"[-0.01222072 -0.01330969 -0.01143423 ... -0.00218173  0.00662081
  0.0138693 ]"|2
48|48|0056d9f479|1|40|315.0|red|Cross Docking|new|not refubirshed|APPAREL|no|7.88|reputation: red; products: 1; stock: 40; priceproduct: 7.88; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.01486193  0.00539889  0.01708147 ...  0.00422913  0.02174551
  0.01735142]"|1
49|49|0058c6773e|1|1|750.0|green|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|750.0|reputation: green; products: 1; stock: 1; priceproduct: 750.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[-0.00487591  0.00651851  0.0217432  ... -0.01558807  0.02301872
  0.01508379]"|1
50|50|0059380655|6|187|29803.0|green_silver|Other,Cross Docking|used,new|not refubirshed|PARTY,GAMING,DECOR,AUDIO & GENERAL ELECTRONICS|no|159.37|reputation: green_silver; products: 6; stock: 187; priceproduct: 159.37; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: used,new; totalCategories: 4; regularprice: no; Cluster:1|60|4|"[-0.00928521 -0.00633592  0.02553807 ...  0.00608174  0.01578935
  0.02662957]"|1
51|51|005b1913cf|6|287|13258.27|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,HOUSEHOLD APPLIANCES|yes|46.2|reputation: green_platinum; products: 6; stock: 287; priceproduct: 46.2; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes; Cluster:0|62|2|"[ 0.00116607 -0.0119059   0.01375336 ...  0.00107579  0.02259535
  0.02201754]"|0
52|52|005b4e4d87|1|11|1289.0|green|Cross Docking|used|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|117.18|reputation: green; products: 1; stock: 11; priceproduct: 117.18; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:1|55|2|"[-0.01210007  0.00640081  0.02772963 ... -0.01066079  0.01929647
  0.0189493 ]"|1
53|53|005cf1d7e3|1|76|280.0|green_silver|Cross Docking|new|not refubirshed|HEALTH|yes|3.68|reputation: green_silver; products: 1; stock: 76; priceproduct: 3.68; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|57|1|"[-0.00932151 -0.00856734  0.01390685 ... -0.00712688  0.01635035
  0.0253702 ]"|1
54|54|005fed434c|20|3136|12394.28|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|TELEVISIONS & STREAMING DEVICES,PET,HOME OUTDOORS,TOYS AND GAMES,CONSTRUCTION,FURNITURE,SPORTS,AUDIO & GENERAL ELECTRONICS,HOUSEHOLD ITEMS,BABY,HEALTH|yes|3.95|reputation: green_platinum; products: 20; stock: 3136; priceproduct: 3.95; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 11; regularprice: yes; Cluster:0|63|11|"[ 0.01173449 -0.00752815  0.01540393 ... -0.009556    0.02198575
  0.01287008]"|0
55|55|006218fb3c|8|94|141948.91|green|Other,Cross Docking|new|not refubirshed|CONSTRUCTION,TOOLS|yes,no|1510.09|reputation: green; products: 8; stock: 94; priceproduct: 1510.09; logistictype: Other,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: yes,no; Cluster:1|59|2|"[-0.00508429  0.00207909  0.03689488 ... -0.00349452  0.02390668
  0.01774254]"|1
56|56|006270bf9e|1|1|400.0|newbie|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|400.0|reputation: newbie; products: 1; stock: 1; priceproduct: 400.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:2|55|2|"[-0.01576363 -0.01155547 -0.00811518 ...  0.00142561  0.02339701
  0.01493554]"|2
57|57|0063a6dab5|1|1|780.0|newbie|DropShipping|new|not refubirshed|FRAGRANCES & MAKE UP|no|780.0|reputation: newbie; products: 1; stock: 1; priceproduct: 780.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|54|1|"[-0.00645365 -0.01351461 -0.02730727 ...  0.000142    0.01908289
  0.01015608]"|2
58|58|0063ef7025|5|108|5289.0|green_platinum|Cross Docking|new|not refubirshed|PET|no|48.97|reputation: green_platinum; products: 5; stock: 108; priceproduct: 48.97; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:0|57|1|"[ 0.00352192 -0.00128417  0.0050063  ... -0.01633007  0.03046988
  0.02260284]"|0
59|59|006485c91f|1|1|6000.0|newbie|Cross Docking|used|not refubirshed|COMPUTERS & NOTEBOOKS|no|6000.0|reputation: newbie; products: 1; stock: 1; priceproduct: 6000.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.01515849 -0.00417408  0.00127078 ...  0.0047839   0.01963558
  0.00774969]"|2
60|60|0067a5b1d8|3|12|4675.0|green_gold|Cross Docking|new|not refubirshed|CONSTRUCTION,INDUSTRY|no|389.58|reputation: green_gold; products: 3; stock: 12; priceproduct: 389.58; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.00898433 -0.00287179  0.03055129 ... -0.00187903  0.03891942
  0.02136156]"|1
61|61|006a867f15|1|0|2941.0|green_platinum|FulfilledbyMerchant|new|not refubirshed|HOUSEHOLD APPLIANCES|no|inf|reputation: green_platinum; products: 1; stock: 0; priceproduct: inf; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:0|55|1|"[ 0.00470441 -0.0065036  -0.0050794  ... -0.00078596  0.02133271
  0.02378719]"|0
62|62|006b37c08d|1|8|249.0|green|Cross Docking|new|not refubirshed|PET|no|31.12|reputation: green; products: 1; stock: 8; priceproduct: 31.12; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00479614  0.01701664  0.02931139 ... -0.00487781  0.01982305
  0.01908061]"|1
63|63|006dcf371d|1|10|840.0|red|Cross Docking|new|not refubirshed|SPORTS|no|84.0|reputation: red; products: 1; stock: 10; priceproduct: 84.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.01233347  0.01173346  0.01768909 ...  0.00388153  0.02026689
  0.00755934]"|1
64|64|0071d13856|6|875|1459.51|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|TEXTILES,FRAGRANCES & MAKE UP,AUDIO & GENERAL ELECTRONICS,APPAREL ACCESSORIES,ACC MOTORCYCLES|yes|1.67|reputation: green_platinum; products: 6; stock: 875; priceproduct: 1.67; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 5; regularprice: yes; Cluster:0|62|5|"[ 0.00882004 -0.00605185  0.01373025 ... -0.00020213  0.02604012
  0.02103064]"|0
65|65|0073dc130e|2|8|301.99|green_silver|Cross Docking|new|not refubirshed|HEALTH,FOOTWEAR|no|37.75|reputation: green_silver; products: 2; stock: 8; priceproduct: 37.75; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|57|2|"[-0.00813143 -0.00745877  0.02116848 ... -0.0119593   0.01181065
  0.02906207]"|1
66|66|0073df0b57|5|24|2958.0|green_silver|Cross Docking|used,new|not refubirshed|HOUSEHOLD ITEMS,HOUSEHOLD APPLIANCES|no|123.25|reputation: green_silver; products: 5; stock: 24; priceproduct: 123.25; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used,new; totalCategories: 2; regularprice: no; Cluster:1|58|2|"[-0.00286335 -0.00256403  0.00761301 ... -0.00750382  0.02090378
  0.01694291]"|1
67|67|007592271e|1|1|59.0|newbie|DropShipping|new|not refubirshed|SPORTS|no|59.0|reputation: newbie; products: 1; stock: 1; priceproduct: 59.0; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|54|1|"[-0.00205926 -0.01010342 -0.02517406 ... -0.00410015  0.01444606
  0.00372908]"|2
68|68|0075c25320|1|75|64.42|green|FulfilledbyMerchant|new|not refubirshed|BEAUTY PROFESSIONAL|yes|0.86|reputation: green; products: 1; stock: 75; priceproduct: 0.86; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|56|1|"[-0.01022088  0.00209906  0.00276105 ... -0.01273531  0.0171337
  0.0071205 ]"|3
69|69|00764e8243|7|223|916.29|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|CPG PERSONAL CARE,TOYS AND GAMES,SPORTS,BABY,PARTY|yes,no|4.11|reputation: green_gold; products: 7; stock: 223; priceproduct: 4.11; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 5; regularprice: yes,no; Cluster:3|62|5|"[-0.01889     0.00025089  0.02017761 ... -0.01221715  0.03338697
  0.00936926]"|3
70|70|0076d7060e|8|256|209620.0|green_silver|Other|new|not refubirshed|FURNITURE|yes|818.83|reputation: green_silver; products: 8; stock: 256; priceproduct: 818.83; logistictype: Other; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|55|1|"[-0.00097678 -0.01646704  0.01395125 ... -0.00421968  0.0242584
  0.02718587]"|3
71|71|007711b3f6|3|9|7347.0|light_green|Cross Docking|new|not refubirshed|APPAREL|no|816.33|reputation: light_green; products: 3; stock: 9; priceproduct: 816.33; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00289906 -0.01133524  0.0280249  ... -0.00373802  0.02617546
  0.03023228]"|1
72|72|0077174f2d|4|1535|2495.0|green|Cross Docking|new|not refubirshed|APPAREL ACCESSORIES|no|1.63|reputation: green; products: 4; stock: 1535; priceproduct: 1.63; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[ 0.00027784  0.00634745  0.02737057 ... -0.00901098  0.02388923
  0.02231362]"|1
73|73|00794da7b4|3|1196|1319.0|green_gold|Cross Docking|new|not refubirshed|APPAREL|no|1.1|reputation: green_gold; products: 3; stock: 1196; priceproduct: 1.1; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|57|1|"[-0.00801036 -0.00641735  0.03376281 ... -0.00950523  0.03759811
  0.01647371]"|1
74|74|007997141b|1|2|1999.0|newbie|Cross Docking|new|not refubirshed|MUSICAL INSTRUMENTS|no|999.5|reputation: newbie; products: 1; stock: 2; priceproduct: 999.5; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.0080646  -0.00539012 -0.00696489 ... -0.00091222  0.01798452
  0.01750573]"|2
75|75|007b45efd7|1|1|1379.0|newbie|Cross Docking|used|not refubirshed|SPORTS|no|1379.0|reputation: newbie; products: 1; stock: 1; priceproduct: 1379.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.02099027 -0.00101348  0.00100879 ...  0.00532639  0.01430881
  0.01127589]"|2
76|76|007cfaf95e|2|1084|856.1800000000001|green_gold|FulfilledbyMerchant|new|not refubirshed|AUDIO & GENERAL ELECTRONICS|yes|0.79|reputation: green_gold; products: 2; stock: 1084; priceproduct: 0.79; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|58|1|"[-0.01370878 -0.01480244  0.02014165 ... -0.015167    0.03606055
  0.00945564]"|3
77|77|007d6f6b34|8|326|2237.92|green_platinum|FulfilledbyMerchant,Cross Docking|new|not refubirshed|TOYS AND GAMES,HEALTH|no|6.86|reputation: green_platinum; products: 8; stock: 326; priceproduct: 6.86; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:0|62|2|"[ 0.0152708  -0.00362355  0.01435231 ... -0.00119385  0.0225515
  0.03172144]"|0
78|78|007e12113b|1|1|950.0|newbie|Cross Docking|new|not refubirshed|ANTIQUES & HOBBIES|no|950.0|reputation: newbie; products: 1; stock: 1; priceproduct: 950.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:2|55|1|"[-0.01025751 -0.00253432 -0.00554958 ...  0.00343044  0.0190722
  0.00571865]"|2
79|79|007e52e318|1|17|530.0|green|Cross Docking|new|not refubirshed|CPG HOME CARE|no|31.18|reputation: green; products: 1; stock: 17; priceproduct: 31.18; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00826496  0.00653388  0.02248186 ... -0.00965718  0.0204635
  0.01532184]"|1
80|80|007f155c1d|3|49|2177.0|green_gold|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,FOOTWEAR|no|44.43|reputation: green_gold; products: 3; stock: 49; priceproduct: 44.43; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.01505281 -0.01075412  0.02610237 ... -0.01071719  0.03111013
  0.02254229]"|1
81|81|00829f7e8f|2|28|644.31|green_gold|FulfilledbyMerchant|new|not refubirshed|TOYS AND GAMES|yes|23.01|reputation: green_gold; products: 2; stock: 28; priceproduct: 23.01; logistictype: FulfilledbyMerchant; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:3|57|1|"[-0.01636889 -0.01264184  0.01523195 ... -0.0139369   0.03180414
  0.00987856]"|3
82|82|0084a843ff|6|345|841.3199999999999|green_gold|FulfilledbyMerchant,Cross Docking|new|not refubirshed|CAMERAS & DRONES,WEARABLES,PET|yes|2.44|reputation: green_gold; products: 6; stock: 345; priceproduct: 2.44; logistictype: FulfilledbyMerchant,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes; Cluster:3|61|3|"[-0.01091828 -0.00382369  0.0274787  ... -0.00435359  0.03623163
  0.01173411]"|3
83|83|00851e008a|4|26|3988.0|yellow|DropShipping|new|not refubirshed|FRAGRANCES & MAKE UP,BEAUTY PERSONAL CARE,APPAREL ACCESSORIES|yes,no|153.38|reputation: yellow; products: 4; stock: 26; priceproduct: 153.38; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 3; regularprice: yes,no; Cluster:3|55|3|"[-0.00681134 -0.00100031 -0.0061291  ... -0.00096067  0.03528474
  0.01161653]"|3
84|84|008540dd6d|2|141|1798.0|green|Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS|no|12.75|reputation: green; products: 2; stock: 141; priceproduct: 12.75; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00470136  0.00348387  0.03050824 ... -0.01221978  0.01778648
  0.01771156]"|1
85|85|0085b3a890|1|4|1869.0|green|Cross Docking|new|not refubirshed|HEALTH|no|467.25|reputation: green; products: 1; stock: 4; priceproduct: 467.25; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00533312  0.0074284   0.01912925 ... -0.01108306  0.02371432
  0.01795321]"|1
86|86|0085fc93e0|7|349|4724.02|green|DropShipping,Cross Docking|new|not refubirshed|HOUSEHOLD ITEMS,HEALTH|no|13.54|reputation: green; products: 7; stock: 349; priceproduct: 13.54; logistictype: DropShipping,Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:3|58|2|"[ 0.01230618  0.00913412  0.02745281 ... -0.00906923  0.02080589
  0.01665336]"|3
87|87|008612cf63|24|170|48444.0|green_platinum|Cross Docking|new|not refubirshed|SPORTS|no|284.96|reputation: green_platinum; products: 24; stock: 170; priceproduct: 284.96; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:0|57|1|"[ 0.01331597 -0.00580795  0.01528566 ... -0.00894222  0.0287589
  0.02038587]"|0
88|88|00879f5a50|1|398|322.15|green_silver|Cross Docking|new|not refubirshed|FURNITURE|yes|0.81|reputation: green_silver; products: 1; stock: 398; priceproduct: 0.81; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|57|1|"[-0.00689163 -0.01797817  0.00745298 ... -0.01170477  0.01519421
  0.02409226]"|1
89|89|008a5e26c7|2|11|356.0|green|Cross Docking|new|not refubirshed|FRAGRANCES & MAKE UP|no|32.36|reputation: green; products: 2; stock: 11; priceproduct: 32.36; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|55|1|"[-0.00478222  0.00571127  0.03769512 ... -0.00674396  0.01812208
  0.02056501]"|1
90|90|008b4b5c35|30|1615|34598.0|green_platinum|Cross Docking|new|not refubirshed|FRAGRANCES & MAKE UP|no|21.42|reputation: green_platinum; products: 30; stock: 1615; priceproduct: 21.42; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:0|58|1|"[ 0.01397264 -0.0051488   0.01635017 ... -0.00708007  0.02464526
  0.02242523]"|0
91|91|008dedf031|2|5|1519.0|green_silver|Cross Docking|new|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|303.8|reputation: green_silver; products: 2; stock: 5; priceproduct: 303.8; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:1|57|2|"[-0.0085344  -0.0111104   0.017024   ... -0.0066976   0.01524694
  0.02552107]"|1
92|92|008f3dda68|1|3|9800.0|green|Cross Docking|new|not refubirshed|ACC CARS & VANS|no|3266.67|reputation: green; products: 1; stock: 3; priceproduct: 3266.67; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.00029402  0.00342404  0.02987845 ... -0.00265177  0.02566539
  0.02200316]"|1
93|93|009564974a|1|24|1091.55|green|Cross Docking|new|not refubirshed|FOOTWEAR|yes|45.48|reputation: green; products: 1; stock: 24; priceproduct: 45.48; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|55|1|"[-0.0112294   0.00166843  0.01554726 ... -0.01280494  0.02565447
  0.01023355]"|1
94|94|00979745c1|1|1|10500.0|newbie|Cross Docking|used|not refubirshed|MUSICAL INSTRUMENTS|no|10500.0|reputation: newbie; products: 1; stock: 1; priceproduct: 10500.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 1; regularprice: no; Cluster:2|56|1|"[-0.01422188  0.00156334 -0.00274758 ...  0.00062202  0.01425869
  0.00696004]"|2
95|95|009873e9a3|1|1|1290.0|red|Cross Docking|new|not refubirshed|TOYS AND GAMES|no|1290.0|reputation: red; products: 1; stock: 1; priceproduct: 1290.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: no; Cluster:1|56|1|"[-0.01292876  0.0053289   0.01870736 ...  0.00600344  0.01966671
  0.01163214]"|1
96|96|0099dc8284|6|6081|1794.0|green_platinum|Cross Docking|new|not refubirshed|WEARABLES,AUDIO & GENERAL ELECTRONICS|no|0.3|reputation: green_platinum; products: 6; stock: 6081; priceproduct: 0.3; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:0|58|2|"[ 0.01113007 -0.01397925  0.02751665 ...  0.00106939  0.02529215
  0.02235156]"|0
97|97|009a4fa1f4|1|1|7000.0|red|Cross Docking|used|not refubirshed|BOOKS, MULTIMEDIA & OTHER E!|no|7000.0|reputation: red; products: 1; stock: 1; priceproduct: 7000.0; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: used; totalCategories: 2; regularprice: no; Cluster:1|56|2|"[-0.02245005  0.00254365  0.01588679 ...  0.00786672  0.01662285
  0.00741434]"|1
98|98|009ab946e2|1|10980|460.17|orange|DropShipping|new|not refubirshed|IT PERIPHERALS, PARTS & ACCESSORIES|no|0.04|reputation: orange; products: 1; stock: 10980; priceproduct: 0.04; logistictype: DropShipping; refurbished: not refubirshed; conditionproduct: new; totalCategories: 2; regularprice: no; Cluster:3|55|2|"[-0.00214709 -0.0010845  -0.00086039 ... -0.00031106  0.01410215
  0.01389767]"|3
99|99|009eb376e2|1|8|959.0|green_gold|Cross Docking|new|not refubirshed|FOOTWEAR|yes|119.88|reputation: green_gold; products: 1; stock: 8; priceproduct: 119.88; logistictype: Cross Docking; refurbished: not refubirshed; conditionproduct: new; totalCategories: 1; regularprice: yes; Cluster:1|56|1|"[-0.01595841  0.00670617  0.02420283 ... -0.01441258  0.03300799
  0.01973205]"|1
