,seller_nickname,stock,price,regular_price,Products,total_amount,regular_total_amount,Kmeans,AgC
11573,ddd51b03be,32,512.3,545.0,1,16393.6,279203.5,0.0,3.0
11574,ddd793bf27,5,235.58,283.83,1,1177.9,66864.6714,0.0,3.0
11575,dde56fe6f5,6,483.84,509.31,1,2903.04,246424.55039999998,0.0,3.0
11576,dde5d7d0af,124,1204.54,1643.99,7,149362.96,1980251.7146,0.0,3.0
11577,ddecf3a742,9,217.49,289.99,1,1957.41,63069.92510000001,0.0,3.0
11578,ddf2a57f6c,797,4038.26,4250.01,4,3218493.22,17162645.382600002,3.0,1.0
11579,ddf2bae3a0,4744,4783.86,5036.41,10,22694631.84,24093480.3426,2.0,2.0
11580,ddf581f95c,1,946.0,1100.0,1,946.0,1040600.0,0.0,3.0
11581,ddf97e3992,2,1488.97,1673.0,1,2977.94,2491046.81,0.0,3.0
11582,de00cdb34f,98,532.0,560.0,1,52136.0,297920.0,0.0,3.0
11583,de0474682e,21,931.0,980.0,5,19551.0,912380.0,0.0,3.0
11584,de05e696f3,1,1040.25,1095.0,1,1040.25,1139073.75,0.0,3.0
11585,de0b3cba65,64,14589.029999999999,20709.4,7,933697.9199999999,302130057.88199997,1.0,0.0
11586,de1233bf4a,34,219.12,249.0,1,7450.08,54560.880000000005,0.0,3.0
11587,de1a3db12b,85,597.15,685.0,2,50757.75,409047.75,0.0,3.0
11588,de2086a2bb,10,758.4,960.0,1,7584.0,728064.0,0.0,3.0
11589,de20afa790,36,933.6500000000001,1080.0,2,33611.4,1008342.0000000001,0.0,3.0
11590,de294817ac,125,17250.61,18865.0,4,2156326.25,325432757.65000004,1.0,0.0
11591,de2da45480,20,379.05,399.0,1,7581.0,151240.95,0.0,3.0
11592,de2f41fc84,5,853.0899999999999,898.0,2,4265.45,766074.82,0.0,3.0
11593,de384b4ee2,28,497.95,606.0,4,13942.6,301757.7,0.0,3.0
11594,de387a3a18,103,455.29999999999995,584.75,2,46895.899999999994,266236.675,0.0,3.0
11595,de3d4e71c3,2,397.5,467.65,1,795.0,185890.875,0.0,3.0
11596,de481423bf,4,341.43,599.0,1,1365.72,204516.57,0.0,3.0
11597,de4b770290,4,4139.08,4499.0,1,16556.32,18621720.919999998,0.0,1.0
11598,de4e607c30,59,666.0,740.0,1,39294.0,492840.0,0.0,3.0
11599,de4f626c67,100,534.06,564.36,1,53405.99999999999,301402.1016,0.0,3.0
11600,de5060a076,5,2244.16,5218.97,1,11220.8,11712203.7152,0.0,3.0
11601,de50d072ed,21,106.25,125.0,1,2231.25,13281.25,0.0,3.0
11602,de58a416f6,135,1907.4,2918.0,4,257499.0,5565793.2,0.0,3.0
11603,de5cefefaf,6,14625.0,17000.0,2,87750.0,248625000.0,1.0,0.0
11604,de641ac545,101,950.6,1635.0,4,96010.6,1554231.0,0.0,3.0
11605,de651da87a,284,849.81,1028.83,4,241346.03999999998,874310.0222999998,0.0,3.0
11606,de6559b115,51,1065.7,1200.0,2,54350.700000000004,1278840.0,0.0,3.0
11607,de6e4137be,18,737.2,1047.54,2,13269.6,772246.488,0.0,3.0
11608,de7334eb98,2,2132.48,2244.72,1,4264.96,4786820.5056,0.0,3.0
11609,de739f1aba,40,1495.5500000000002,2201.0,4,59822.00000000001,3291705.5500000003,0.0,3.0
11610,de74389149,206,1098.56,1247.0,3,226303.36,1369904.3199999998,0.0,3.0
11611,de765c5c39,30,7276.05,7659.0,2,218281.5,55727266.95,3.0,1.0
11612,de80097bfa,16,778.05,819.0,1,12448.8,637222.95,0.0,3.0
11613,de81773fe0,81,379.35,676.97,2,30727.350000000002,256808.5695,0.0,3.0
11614,de819f4008,15,9245.0,10747.56,3,138675.0,99361192.19999999,3.0,0.0
11615,de82f41a3e,436,3780.65,6422.0,4,1648363.4000000001,24279334.3,3.0,1.0
11616,de834f9956,190,16047.75,21397.0,3,3049072.5,343373706.75,1.0,0.0
11617,de890df1fa,0,899.1,999.0,1,0.0,898200.9,0.0,3.0
11618,de8f300501,3103,6899.9,10740.0,6,21410389.7,74104926.0,2.0,2.0
11619,de8f517bdc,110,96.2,185.0,1,10582.0,17797.0,0.0,3.0
11620,de941f11ae,404,2949.01,6939.93,3,1191400.04,20465922.9693,3.0,1.0
11621,dea2766e9b,3,283.1,298.0,1,849.3000000000001,84363.8,0.0,3.0
11622,dea84b84be,5,399.36,512.0,2,1996.8000000000002,204472.32,0.0,3.0
11623,deb014f4cf,34,881.5999999999999,928.0,2,29974.399999999998,818124.7999999999,0.0,3.0
11624,deb11d2c73,349,859.35,1297.44,2,299913.15,1114955.064,0.0,3.0
11625,deb404d33d,5,758.1,798.0,2,3790.5,604963.8,0.0,3.0
11626,deb4b93edd,7,671.73,707.09,1,4702.110000000001,474973.56570000004,0.0,3.0
11627,deb4c6a6f0,319,3359.9,3794.0,4,1071808.1,12747460.6,0.0,1.0
11628,deb9863c53,2,379.05,399.0,1,758.1,151240.95,0.0,3.0
11629,deb9ad9c08,114,449.69,1025.09,2,51264.659999999996,460972.72209999996,0.0,3.0
11630,debbeb266d,20,1674.7,2208.0,4,33494.0,3697737.6,0.0,3.0
11631,debfafcf0e,2,8858.75,9325.0,2,17717.5,82607843.75,3.0,1.0
11632,dec3c06f62,114,708.21,1365.1599999999999,2,80735.94,966819.9635999999,0.0,3.0
11633,dec3d71650,109,5075.4400000000005,5848.0,10,553222.9600000001,29681173.120000005,3.0,1.0
11634,dec470eea9,59,446.5,475.0,1,26343.5,212087.5,0.0,3.0
11635,decef03568,9,4236.43,5047.0,3,38127.87,21381262.21,0.0,1.0
11636,ded04372f3,20,899.4,1499.0,1,17988.0,1348200.5999999999,0.0,3.0
11637,ded2f2fd77,30,16194.65,17047.0,4,485839.5,276070198.55,1.0,0.0
11638,dee04063df,1129,18574.489999999998,20138.7,25,20970599.209999997,374066081.76299995,1.0,0.0
11639,dee8630b4f,99,596.75,1361.3,3,59078.25,812355.775,0.0,3.0
11640,dee886b548,598,614.12,646.48,2,367243.76,397016.2976,0.0,3.0
11641,deebd9462f,3811,5369.84,7463.99,4,20464460.240000002,40080432.0616,2.0,2.0
11642,def25a2f01,20,109.5,150.0,1,2190.0,16425.0,0.0,3.0
11643,defa4ead21,61,5332.59,7398.0,2,325287.99,39450500.82,3.0,1.0
11644,df04ca4eda,19,568.48,598.4,1,10801.12,340178.432,0.0,3.0
11645,df061037d1,10,246.92,280.59,1,2469.2,69283.28279999999,0.0,3.0
11646,df0962e064,2,1251.0,1390.0,1,2502.0,1738890.0,0.0,3.0
11647,df0b05945f,9,363.64,673.42,1,3272.7599999999998,244882.44879999998,0.0,3.0
11648,df1219a770,1,6031.55,6349.0,1,6031.55,38294310.95,3.0,1.0
11649,df233f3482,168,308.1,330.0,2,51760.8,101673.00000000001,0.0,3.0
11650,df36992ec4,28,95.62,140.63,1,2677.36,13447.0406,0.0,3.0
11651,df3c21140a,30,2873.74,3025.0,5,86212.2,8693063.5,0.0,1.0
11652,df42a3a4bb,233,385.0,700.0,1,89705.0,269500.0,0.0,3.0
11653,df446ac193,290,168.35,259.0,1,48821.5,43602.65,0.0,3.0
11654,df4e037ce9,28,351.5,370.0,1,9842.0,130055.0,0.0,3.0
11655,df503189a6,5,1216.6,1328.0,2,6083.0,1615644.7999999998,0.0,3.0
11656,df507daba4,5,367.5,490.0,1,1837.5,180075.0,0.0,3.0
11657,df5bdb8f56,4752,890.03,937.1700000000001,2,4229422.56,834109.4151,0.0,1.0
11658,df5c8c4135,52,12208.55,13429.0,2,634844.6,163948617.95,3.0,0.0
11659,df627eaa60,8321,373.18,392.83,1,3105230.7800000003,146596.2994,2.0,1.0
11660,df63352135,1645,3607.2799999999997,3797.7,5,5933975.6,13699367.256,3.0,1.0
11661,df640f8fc6,5000,319.69,336.52,1,1598450.0,107582.07879999999,0.0,1.0
11662,df66113c3f,441,2113.41,2737.81,4,932013.8099999999,5786115.0320999995,0.0,1.0
11663,df74f4b0dc,41,388.55,409.0,1,15930.550000000001,158916.95,0.0,3.0
11664,df765c6c79,267,2865.19,3682.66,11,765005.73,10551520.6054,3.0,1.0
11665,df807d7a1f,8,405.0,450.0,2,3240.0,182250.0,0.0,3.0
11666,df825db582,2,508.25,535.0,1,1016.5,271913.75,0.0,3.0
11667,df8bb66d40,800,314.63,331.28,1,251704.0,104230.6264,0.0,3.0
11668,df98362ce7,13,2426.7,2896.0,2,31547.1,7027723.199999999,0.0,3.0
11669,df99b39ffa,77,252.39999999999998,310.98,2,19434.8,78491.352,0.0,3.0
11670,df9b3365ac,36,5454.360000000001,5761.96,7,196356.96000000002,31427804.145600002,3.0,1.0
11671,dfa291659a,12242,893.4,1253.3,2,10937002.799999999,1119698.22,2.0,2.0
11672,dfa38357c9,4611,4706.4400000000005,5179.5,7,21701394.840000004,24377005.980000004,2.0,2.0
11673,dfa9751b2a,1664,9948.16,10581.0,9,16553738.24,105261480.96,2.0,0.0
11674,dfad4381df,14,1921.38,3099.0,1,26899.32,5954356.62,0.0,3.0
11675,dfb01947c3,4,136.8,144.0,1,547.2,19699.2,0.0,3.0
11676,dfb3e10e74,26,3298.7,6997.0,3,85766.2,23081003.9,3.0,1.0
11677,dfb44aec6b,177,2391.7599999999998,3189.6,7,423341.51999999996,7628757.695999999,0.0,1.0
11678,dfb584dded,1489,6256.98,8043.2,2,9316643.219999999,50326141.536,3.0,1.0
11679,dfb71d5cd5,183,1155.9299999999998,1411.0,8,211535.18999999997,1631017.2299999997,0.0,1.0
11680,dfc3286da0,1539,2030.91,2439.26,4,3125570.49,4953917.5266,0.0,1.0
11681,dfc379d45c,102,798.49,862.64,2,81445.98,688809.4136,0.0,3.0
11682,dfca1603f6,19,4746.26,5198.0,2,90178.94,24671059.48,0.0,1.0
11683,dfccfafdc0,26,98.58,159.0,1,2563.08,15674.22,0.0,3.0
11684,dfcd80f680,91,1532.17,1612.81,2,139427.47,2471099.0977,0.0,3.0
11685,dfcfad2afa,1036,4880.72,6107.22,14,5056425.92,29807630.798400003,3.0,1.0
11686,dfd266cf28,91,1122.36,1870.6,1,102134.76,2099486.616,0.0,3.0
11687,dfd47fccce,19,2184.05,2299.0,1,41496.950000000004,5021130.95,0.0,3.0
11688,dfd9c65798,46,265.6,378.0,2,12217.6,100396.8,0.0,3.0
11689,dfdc1c341f,194,189.44,296.0,1,36751.36,56074.24,0.0,3.0
11690,dfe725c8ea,318,189.62,499.0,1,60299.16,94620.38,0.0,3.0
11691,dfe935f456,84,592.5,790.0,1,49770.0,468075.0,0.0,3.0
11692,dfe9fd86fe,117,676.0,822.0,3,79092.0,555672.0,0.0,3.0
11693,dfea842fd0,987,1610.48,2309.0,6,1589543.76,3718598.32,0.0,1.0
11694,dff219fe08,400,842.52,886.85,1,337008.0,747188.862,0.0,3.0
11695,dff65f6f44,196,1743.5,3599.0,2,341726.0,6274856.5,0.0,3.0
11696,dff7471a69,20,5241.5,5990.0,2,104830.0,31396585.0,3.0,1.0
11697,e00d85108d,44,1006.15,1705.35,1,44270.6,1715837.9024999999,0.0,3.0
11698,e00ec4d8d6,150,1369.22,1952.0,8,205383.0,2672717.44,0.0,1.0
11699,e00f25146d,331,377.03999999999996,705.0,3,124800.23999999999,265813.19999999995,0.0,3.0
11700,e00f6386f4,3,173.48,225.3,1,520.4399999999999,39085.044,0.0,3.0
11701,e0137e047a,4,578.55,609.0,1,2314.2,352336.94999999995,0.0,3.0
11702,e01cec9ce2,371,21569.6,25902.0,18,8002321.6,558695779.1999999,1.0,0.0
11703,e0215b76ef,5,314.1,349.0,1,1570.5,109620.90000000001,0.0,3.0
11704,e022f9f4cf,154,115.15,235.0,1,17733.100000000002,27060.25,0.0,3.0
11705,e02e5f76ef,16,993.29,1683.54,1,15892.64,1672243.4466,0.0,3.0
11706,e02eef95be,563,485.74,894.0,3,273471.62,434251.56,0.0,3.0
11707,e030d92329,97,280.59,804.3599999999999,2,27217.229999999996,225695.37239999996,0.0,3.0
11708,e032a46d11,10,4443.45,4914.0,2,44434.5,21835113.3,0.0,1.0
11709,e037c50700,57,1811.75,1916.0,4,103269.75,3471313.0,0.0,3.0
11710,e038dcfe84,0,469.2,510.0,1,0.0,239292.0,0.0,3.0
11711,e03fc0c115,24,299.4,499.0,1,7185.599999999999,149400.59999999998,0.0,3.0
11712,e03fc86828,22,169.15,199.0,1,3721.3,33660.85,0.0,3.0
11713,e040df40da,14,88.8,296.0,1,1243.2,26284.8,0.0,3.0
11714,e04fbcda84,1,450.0,500.0,1,450.0,225000.0,0.0,3.0
11715,e0551c9e9e,43,4658.55,7898.0,2,200317.65,36793227.9,3.0,1.0
11716,e05e9542ca,931,998.46,1411.47,4,929566.26,1409296.3362,0.0,3.0
11717,e063415626,13,448.94,598.59,1,5836.22,268730.99460000003,0.0,3.0
11718,e0647a3700,2,103.74,159.61,1,207.48,16557.9414,0.0,3.0
11719,e069a52054,724,3941.5299999999997,5979.18,10,2853667.7199999997,23567117.345399998,3.0,1.0
11720,e071a253a0,27,453.69,639.0,1,12249.63,289907.91,0.0,3.0
11721,e078afd26e,303,16132.93,22124.0,25,4888277.79,356924943.32,1.0,0.0
11722,e07f78f1dd,337,2037.27,2899.25,8,686559.99,5906555.0475,0.0,1.0
11723,e07fb699a7,80,350.18,897.89,1,28014.4,314423.1202,0.0,3.0
11724,e081b6877b,1678,1130.6,1431.01,5,1897146.7999999998,1617899.906,0.0,1.0
11725,e08ab43ce0,70,475.0,575.0,2,33250.0,273125.0,0.0,3.0
11726,e08bd244ae,1122,454.4,671.65,3,509836.8,305197.75999999995,0.0,3.0
11727,e08c858a16,573,1519.05,1599.0,1,870415.65,2428960.9499999997,0.0,3.0
11728,e092ee0a91,2,142.5,150.0,1,285.0,21375.0,0.0,3.0
11729,e092f43a4c,45,102.88,149.65,1,4629.599999999999,15395.992,0.0,3.0
11730,e0a538a7c2,12,329.85,408.0,2,3958.2000000000003,134578.80000000002,0.0,3.0
11731,e0b0d0dc71,1158,437.38,756.0,2,506486.04,330659.27999999997,0.0,3.0
11732,e0b33ef233,23,4069.74,5697.0,3,93604.01999999999,23185308.779999997,0.0,1.0
11733,e0be9d3be2,2,285.0,475.0,1,570.0,135375.0,0.0,3.0
11734,e0c03cb3a3,950,94.81,99.8,1,90069.5,9462.038,0.0,3.0
11735,e0c3be7e63,47,2127.24,3092.11,4,99980.27999999998,6577660.0764,0.0,3.0
11736,e0c6f0d865,2169,3127.27,4987.2,5,6783048.63,15596320.944,3.0,1.0
11737,e0c873ec44,1190,1789.05,2520.06,3,2128969.5,4508513.342999999,0.0,3.0
11738,e0d58f4672,53,144.97,467.65,1,7683.41,67795.2205,0.0,3.0
11739,e0d6641418,457,327.0,654.0,2,149439.0,213858.0,0.0,3.0
11740,e0db6e8770,1291,1080.3,1984.5,7,1394667.3,2143855.35,0.0,1.0
11741,e0e4ce4474,55,2375.0,2500.0,6,130625.0,5937500.0,0.0,1.0
11742,e0e536ab4d,49,429.49,452.12,1,21045.010000000002,194181.01880000002,0.0,3.0
11743,e0ed35a986,172,304.15999999999997,533.13,2,52315.52,162156.8208,0.0,3.0
11744,e0f2260bca,39,359.2,449.0,1,14008.8,161280.8,0.0,3.0
11745,e0f4f2589a,209,1301.8,1384.0,3,272076.2,1801691.2,0.0,3.0
11746,e0f7997f8b,456,166.25,175.0,1,75810.0,29093.75,0.0,3.0
11747,e0fe8c5b36,29,578.89,949.0,1,16787.81,549366.61,0.0,3.0
11748,e0ff43da59,18,252.53,280.59,1,4545.54,70857.3927,0.0,3.0
11749,e1020c4688,28,1587.65,2395.0,2,44454.200000000004,3802421.75,0.0,3.0
11750,e1111d9636,10,534.15,588.0,2,5341.5,314080.2,0.0,3.0
11751,e118a70aef,10,486.72,624.0,1,4867.200000000001,303713.28,0.0,3.0
11752,e1193e8ff8,181,782.1,869.0,1,141560.1,679644.9,0.0,3.0
11753,e11b5a91bd,37,8719.1,9178.0,2,322606.7,80023899.8,3.0,1.0
11754,e125f4a373,4693,1419.96,2249.96,4,6663872.28,3194853.2016000003,2.0,1.0
11755,e1262d2277,16,671.6500000000001,707.0,3,10746.400000000001,474856.55000000005,0.0,3.0
11756,e129740561,26,127.2,318.0,1,3307.2000000000003,40449.6,0.0,3.0
11757,e12e13361d,1,5012.7,5390.0,1,5012.7,27018453.0,0.0,1.0
11758,e12fce8c0a,2470,9287.0,13496.0,23,22938890.0,125337352.0,2.0,2.0
11759,e130fb67f9,123,325.96,587.14,4,40093.079999999994,191384.15439999997,0.0,3.0
11760,e14aa7246d,76,149.44,298.89,1,11357.44,44666.1216,0.0,3.0
11761,e14bf99513,314,3271.79,3874.21,3,1027342.0599999999,12675601.5359,0.0,1.0
11762,e15c0c5460,1659,2451.25,2738.0,7,4066623.75,6711522.5,0.0,1.0
11763,e166b899f1,3,408.5,430.0,2,1225.5,175655.0,0.0,3.0
11764,e173a506a3,419,1329.29,1486.6,4,556972.51,1976122.5139999997,0.0,3.0
11765,e176dbb4e0,3,246.05,259.0,1,738.1500000000001,63726.950000000004,0.0,3.0
11766,e17853ca59,138,69.37,161.33,1,9573.060000000001,11191.462100000002,0.0,3.0
11767,e180b28ccf,469,1070.3000000000002,1563.0,3,501970.70000000007,1672878.9000000004,0.0,3.0
11768,e1866c5dd8,7,753.49,998.0,2,5274.43,751983.02,0.0,3.0
11769,e18e98921c,770,99.19,109.0,1,76376.3,10811.71,0.0,3.0
11770,e1947fa206,30,189.05,199.0,1,5671.5,37620.950000000004,0.0,3.0
11771,e19677d043,54,2811.7,3698.0,10,151831.8,10397666.6,3.0,1.0
11772,e19736a6a2,195,1142.94,1329.0,1,222873.30000000002,1518967.26,0.0,3.0
11773,e19978e856,57,433.96000000000004,547.25,2,24735.72,237484.61000000002,0.0,3.0
11774,e1a36d1a30,215,598.59,738.89,1,128696.85,442292.16510000004,0.0,3.0
11775,e1a9927158,7,189.05,199.0,1,1323.3500000000001,37620.950000000004,0.0,3.0
11776,e1b32af36c,1,448.06,521.0,1,448.06,233439.26,0.0,3.0
11777,e1b4ab021a,100,2089.0,2611.25,1,208900.0,5454901.25,0.0,3.0
11778,e1b5b1dfdb,124,1038.56,1290.7199999999998,4,128781.43999999999,1340490.1631999998,0.0,3.0
11779,e1bcaac933,3,570.0,600.0,1,1710.0,342000.0,0.0,3.0
11780,e1c00b937f,8,494.77,916.41,1,3958.16,453412.17569999996,0.0,3.0
11781,e1c32c7205,689,10122.93,16725.78,13,6974698.7700000005,169313900.1354,1.0,0.0
11782,e1c4e5d4c7,65,359.1,399.0,1,23341.5,143280.90000000002,0.0,3.0
11783,e1c5081201,30,8199.36,9943.0,4,245980.80000000002,81526236.48,3.0,0.0
11784,e1c59c8c21,1,513.0,570.0,1,513.0,292410.0,0.0,3.0
11785,e1d365a862,3000,1091.49,1149.3,3,3274470.0,1254449.457,0.0,1.0
11786,e1d88e0f82,100,260.39,274.04,1,26039.0,71357.27560000001,0.0,3.0
11787,e1d8ed8786,325,619.91,1075.41,5,201470.75,666657.4131,0.0,3.0
11788,e1ddae6385,1,537.41,649.55,2,537.41,349074.66549999994,0.0,3.0
11789,e1dfc637fc,48,253.65,267.0,1,12175.2,67724.55,0.0,3.0
11790,e1e1b2c78e,49,395.07,617.3,1,19358.43,243876.71099999998,0.0,3.0
11791,e1e86134cf,6,791.12,899.0,1,4746.72,711216.88,0.0,3.0
11792,e1e953e4cc,89,1085.0,1550.0,1,96565.0,1681750.0,0.0,3.0
11793,e1f1729f9b,6,163.35000000000002,198.0,2,980.1000000000001,32343.300000000003,0.0,3.0
11794,e1f8bc62e8,2,2080.5,2190.0,1,4161.0,4556295.0,0.0,3.0
11795,e20799071e,131,191.54999999999998,299.3,2,25093.05,57330.91499999999,0.0,3.0
11796,e20d308a6b,75,273.25,546.5,1,20493.75,149331.125,0.0,3.0
11797,e21635fe1c,28,3333.35,3948.0,2,93333.8,13160065.799999999,0.0,1.0
11798,e21991a320,47,177.65,323.0,1,8349.550000000001,57380.950000000004,0.0,3.0
11799,e219f9c187,6,1089.63,2805.8999999999996,2,6537.780000000001,3057392.817,0.0,3.0
11800,e21f91379d,70,99.2,124.0,1,6944.0,12300.800000000001,0.0,3.0
11801,e21fdaf450,33,2717.75,3030.0,7,89685.75,8234782.5,0.0,1.0
11802,e2225803b9,2,98.1,109.0,1,196.2,10692.9,0.0,3.0
11803,e22b3a4686,171,267.29999999999995,396.0,2,45708.299999999996,105850.79999999999,0.0,3.0
11804,e233a60d2e,2,1850.6,1948.0,2,3701.2,3604968.8,0.0,3.0
11805,e236272e3a,181,5235.3099999999995,8123.9400000000005,3,947591.1099999999,42531344.3214,3.0,1.0
11806,e237cc2a39,9,2294.24,2415.0,5,20648.159999999996,5540589.6,0.0,3.0
11807,e2387e9cca,26,151.05,159.0,1,3927.3,24016.95,0.0,3.0
11808,e239e4bead,60,112.24,149.65,1,6734.4,16796.716,0.0,3.0
11809,e24865ba17,44,187.06,199.0,1,8230.64,37224.94,0.0,3.0
11810,e24ab6ffcd,2,852.6500000000001,897.53,2,1705.3000000000002,765278.9545000001,0.0,3.0
11811,e24e999653,5,240.0,296.49,1,1200.0,71157.6,0.0,3.0
11812,e2528be0cf,5,809.1,899.0,1,4045.5,727380.9,0.0,3.0
11813,e252e4cd10,1,179.18,289.0,1,179.18,51783.020000000004,0.0,3.0
11814,e2558dc940,1472,259.75,418.0,2,382352.0,108575.5,0.0,3.0
11815,e256ec8570,28797,231.02,243.18,1,6652682.94,56179.443600000006,2.0,2.0
11816,e26f417293,6813,1590.4,1694.0,4,10835395.200000001,2694137.6,2.0,1.0
11817,e27430f2ba,6,2805.9,5611.8,1,16835.4,15746149.620000001,0.0,1.0
11818,e27871e12b,100,522.0,600.0,1,52200.0,313200.0,0.0,3.0
11819,e27d08d80d,94,175.75,185.0,2,16520.5,32513.75,0.0,3.0
11820,e27d7fc956,22,178.8,298.0,1,3933.6000000000004,53282.4,0.0,3.0
11821,e27dbddebb,2397,319.87,336.71,1,766728.39,107703.4277,0.0,3.0
11822,e28d122eb8,349,107.75,299.3,1,37604.75,32249.575,0.0,3.0
11823,e292bce980,8,137.75,145.0,1,1102.0,19973.75,0.0,3.0
11824,e29559a7f8,37,759.05,799.0,1,28084.85,606480.95,0.0,3.0
11825,e29f33f22a,3,219.64,289.0,1,658.92,63475.96,0.0,3.0
11826,e2a51a8e95,6803,366.42,566.0,2,2492755.2600000002,207393.72,0.0,1.0
11827,e2a63eb118,4,1331.2,1664.0,1,5324.8,2215116.8000000003,0.0,3.0
11828,e2b6905261,5,292.85,394.0,2,1464.25,115382.90000000001,0.0,3.0
11829,e2b8da6e68,33,301.48,389.98,2,9948.84,117571.17040000002,0.0,3.0
11830,e2b993a117,297,530.69,748.24,3,157614.93000000002,397083.4856000001,0.0,3.0
11831,e2c99b810c,65,3287.39,4467.74,9,213680.35,14687203.7986,3.0,1.0
11832,e2cb4ecc4b,70,61.73,254.4,1,4321.099999999999,15704.112,0.0,3.0
11833,e2cf0e729f,75,663.13,1103.65,3,49734.75,731863.4245000001,0.0,3.0
11834,e2d441e3f5,8,5580.0,6400.0,2,44640.0,35712000.0,3.0,1.0
11835,e2d6a8c081,6,1011.13,1195.0,3,6066.78,1208300.35,0.0,3.0
11836,e2dc60d82f,4,236.55,249.0,1,946.2,58900.950000000004,0.0,3.0
11837,e2e578dd55,529,167.4,180.0,1,88554.6,30132.0,0.0,3.0
11838,e2e945bb0f,1705,1445.04,2157.17,2,2463793.1999999997,3117196.9368000003,0.0,1.0
11839,e2eec10d8b,10,4521.52,5231.0,2,45215.200000000004,23652071.12,0.0,1.0
11840,e2f11b14eb,0,972.71,1496.48,1,0.0,1455641.0608,0.0,3.0
11841,e2f69cd597,47,4175.25,5035.0,1,196236.75,21022383.75,0.0,1.0
11842,e2f72e026e,85,223.5,298.0,1,18997.5,66603.0,0.0,3.0
11843,e2f87806a0,564,302.9,548.0,2,170835.59999999998,165989.19999999998,0.0,3.0
11844,e2f919ad08,142,226.67000000000002,344.53999999999996,2,32187.140000000003,78096.8818,0.0,3.0
11845,e2fd7b1c85,20,956.98,1187.0,3,19139.6,1135935.26,0.0,3.0
11846,e2fe88fd04,400,3792.82,4078.47,2,1517128.0,15468902.5854,0.0,1.0
11847,e300ce4e16,1946,2239.6800000000003,2357.33,7,4358417.28,5279664.854400001,0.0,1.0
11848,e3045e46a5,1,479.2,599.0,1,479.2,287040.8,0.0,3.0
11849,e305319ddb,925,379.05,399.0,1,350621.25,151240.95,0.0,3.0
11850,e30730f17b,20,404.1,449.0,1,8082.0,181440.90000000002,0.0,3.0
11851,e30b012dd5,7,315.0,350.0,1,2205.0,110250.0,0.0,3.0
11852,e30d72c213,1,1422.15,1497.0,1,1422.15,2128958.5500000003,0.0,3.0
11853,e310c693f8,22,225.0,250.0,1,4950.0,56250.0,0.0,3.0
11854,e3212650c5,396,4559.780000000001,4826.889999999999,5,1805672.8800000004,22009556.4842,3.0,1.0
11855,e32210d32a,42,840.11,958.0,3,35284.62,804825.38,0.0,3.0
11856,e3335a8b49,2287,773.6800000000001,2001.54,2,1769406.1600000001,1548551.4672,0.0,1.0
11857,e33a0cb7df,235,3625.3,5613.99,7,851945.5,20352397.947,3.0,1.0
11858,e33b05d544,414,351.45,567.0,2,145500.3,199272.15,0.0,3.0
11859,e33c39fa20,1,541.5,570.0,1,541.5,308655.0,0.0,3.0
11860,e33cfcadcd,5,203.0,290.0,1,1015.0,58870.0,0.0,3.0
11861,e342a55f6c,41,925.76,1234.41,1,37956.159999999996,1142767.4016,0.0,3.0
11862,e343c20d1c,13,134.29,157.99,1,1745.77,21216.4771,0.0,3.0
11863,e345e5cee9,2000,593.75,625.0,1,1187500.0,371093.75,0.0,3.0
11864,e34ca6109a,862,412.09,443.15,1,355221.57999999996,182617.68349999998,0.0,3.0
11865,e3549e6c49,12,826.5,870.0,1,9918.0,719055.0,0.0,3.0
11866,e3591f2a84,2,773.14,899.0,1,1546.28,695052.86,0.0,3.0
11867,e35abe4e40,2,721.65,849.0,1,1443.3,612680.85,0.0,3.0
11868,e35b8f6af1,8,5699.05,5999.0,1,45592.4,34188600.95,3.0,1.0
11869,e3621dfea8,10,758.0999999999999,798.0,2,7580.999999999999,604963.7999999999,0.0,3.0
11870,e3655c6048,2,827.38,1009.0,1,1654.76,834826.42,0.0,3.0
11871,e36d09f3a0,390,1983.96,2101.63,5,773744.4,4169549.8548000003,0.0,1.0
11872,e370c01537,30,19300.59,20872.96,3,579017.7,402860443.0464,1.0,0.0
11873,e37409830d,252,1173.25,1496.48,3,295659.0,1755745.16,0.0,3.0
11874,e377ca3b34,4,101.01,187.06,1,404.04,18894.9306,0.0,3.0
11875,e37a6c9829,4,849.63,999.46,1,3398.52,849171.1998000001,0.0,3.0
11876,e380b9cc88,19,2331.55,2549.0,2,44299.450000000004,5943120.95,0.0,3.0
11877,e383556442,2,2610.0,2900.0,1,5220.0,7569000.0,0.0,3.0
11878,e388d12a89,63,1777.75,2297.0,3,111998.25,4083491.75,0.0,3.0
11879,e391f57547,7627,194.4,216.0,1,1482688.8,41990.4,0.0,1.0
11880,e391ff6329,18,526.75,715.0,2,9481.5,376626.25,0.0,3.0
11881,e3985a3c01,23,350.14,402.0,2,8053.219999999999,140756.28,0.0,3.0
11882,e39aeaa2e5,29,1927.6499999999999,2128.0,2,55901.85,4102039.1999999997,0.0,3.0
11883,e39c2035e6,1,522.0,580.0,1,522.0,302760.0,0.0,3.0
11884,e3a56a2970,57,234.85000000000002,357.0,2,13386.45,83841.45000000001,0.0,3.0
11885,e3a8faa951,21,4820.0,6722.0,3,101220.0,32400040.0,3.0,1.0
11886,e3a96355b6,1070,704.54,774.0,2,753857.7999999999,545313.96,0.0,3.0
