,seller_nickname,stock,price,Products,total_amount,Kmeans,AgC
38098,e426c97d5f,8,8499.0,8,67992.0,0,3
38099,e4276b8777,104,62694.1,15,6520186.399999999,1,0
38100,e427b1a126,3,599.0,1,1797.0,0,3
38101,e42810d8c0,1,1000.0,1,1000.0,0,3
38102,e429156b25,10,899.0,1,8990.0,0,3
38103,e42ab983d7,2,4498.0,2,8996.0,0,3
38104,e42d3514e1,31,5398.0,2,167338.0,0,3
38105,e43012e25e,8,745.0,1,5960.0,0,3
38106,e432a155a2,2,345.0,2,690.0,0,3
38107,e4362604d6,926,485.0,1,449110.0,0,3
38108,e43764d6a3,1,489.0,1,489.0,0,3
38109,e438b25f85,189,1484.0,4,280476.0,0,3
38110,e439272cb3,20,16714.0,7,334280.0,0,3
38111,e43aa84493,81,1080.0,1,87480.0,0,3
38112,e441b7efe5,27,6576.0,4,177552.0,0,3
38113,e442993618,2,4358.0,2,8716.0,0,3
38114,e44641f329,11,2547.0,3,28017.0,0,3
38115,e44a89e3d7,1,1398.0,1,1398.0,0,3
38116,e44af11a2b,9,509.9,1,4589.099999999999,0,3
38117,e44e7bb6e2,1,298.0,1,298.0,0,3
38118,e44fa9354e,47,663.1,1,31165.7,0,3
38119,e4508eee8a,1143,3106.54,9,3550775.2199999997,1,0
38120,e4514cb861,2860,2997.0,3,8571420.0,1,0
38121,e451a976dd,51,3358.0,2,171258.0,0,3
38122,e45552f46a,1,2500.0,1,2500.0,0,3
38123,e455dd0cc8,15,1400.0,1,21000.0,0,3
38124,e456009e00,20,11043.98,3,220879.59999999998,0,3
38125,e4561ae65d,32,122.18,1,3909.76,0,3
38126,e45a5c16cd,4222,8148.7,8,34403811.4,3,1
38127,e45bbbf0e3,802,330.0,1,264660.0,0,3
38128,e45bca349f,3,5000.0,2,15000.0,0,3
38129,e45cd4242a,284,379.36,2,107738.24,0,3
38130,e45e82311b,393,865.3,2,340062.89999999997,0,3
38131,e45f236aca,50,143.4,1,7170.0,0,3
38132,e45fd4bbfd,24,13769.6,5,330470.4,0,3
38133,e46004da85,100,401.06,1,40106.0,0,3
38134,e46348f439,251,1702.25,2,427264.75,0,3
38135,e46496ea66,5,248.6,1,1243.0,0,3
38136,e468f36472,1,22000.0,1,22000.0,0,3
38137,e47261d919,33,4040.0,4,133320.0,0,3
38138,e4727d49b3,1,600.0,1,600.0,0,3
38139,e473006094,29,9435.75,6,273636.75,0,3
38140,e4741570bd,62,1950.0,2,120900.0,0,3
38141,e474f0d495,786,6404.88,8,5034235.68,1,0
38142,e476fcf699,51,26393.0,7,1346043.0,0,3
38143,e479332327,1,28126.33,1,28126.33,0,3
38144,e47938c00f,2,298.0,1,596.0,0,3
38145,e47998036a,1358,1092.0,5,1482936.0,0,3
38146,e47ae8d5b7,19,72757.76,4,1382397.44,0,3
38147,e47c5c18d8,28,2970.0,2,83160.0,0,3
38148,e47f354ac8,1,899.0,1,899.0,0,3
38149,e482c84d10,1,1000.0,1,1000.0,0,3
38150,e4834d5ed4,3,1400.0,2,4200.0,0,3
38151,e48399b04f,11,764.0,2,8404.0,0,3
38152,e4872701cc,80,2041.8500000000001,8,163348.0,0,3
38153,e488d3a8a6,1,229.1,1,229.1,0,3
38154,e4892f9b10,1,769.0,1,769.0,0,3
38155,e48a1810ab,634,399.0,1,252966.0,0,3
38156,e48a45b91b,1,749.0,1,749.0,0,3
38157,e4926b89c2,2,48500.0,2,97000.0,0,3
38158,e49281f218,100,55.0,1,5500.0,0,3
38159,e493e6a497,508,3786.25,7,1923415.0,1,3
38160,e4962b7efb,1952,1300.0,2,2537600.0,0,3
38161,e49658cd30,16,2380.4900000000002,5,38087.840000000004,0,3
38162,e49a44dec2,4375,1155.0,3,5053125.0,1,0
38163,e49a84872a,1,1300.0,1,1300.0,0,3
38164,e49a9f303b,8,2401.7,6,19213.6,0,3
38165,e49b1a5274,14,209.3,1,2930.2000000000003,0,3
38166,e49cba1bc4,2,1225.0,2,2450.0,0,3
38167,e49f377fae,240,35823.0,4,8597520.0,1,3
38168,e49fa8c4b7,1,4600.0,1,4600.0,0,3
38169,e4a0992a8d,156,40931.35,9,6385290.6,1,0
38170,e4a33c01be,10,2899.0,1,28990.0,0,3
38171,e4a5d85ad2,22,253.3,1,5572.6,0,3
38172,e4a8ed0795,1,1999.0,1,1999.0,0,3
38173,e4aa6c6a29,11,16097.0,3,177067.0,0,3
38174,e4ab1f2037,2,281.2,1,562.4,0,3
38175,e4ab43062f,27,4750.0,5,128250.0,0,3
38176,e4aceae084,1,225.0,1,225.0,0,3
38177,e4ad4301fb,2,588.0,2,1176.0,0,3
38178,e4adb88b85,490,329.0,1,161210.0,0,3
38179,e4ae699555,8,170.0,1,1360.0,0,3
38180,e4b0ffdfb7,194,1438.1100000000001,2,278993.34,0,3
38181,e4b1e39f88,23,950.0,2,21850.0,0,3
38182,e4b1f08fad,66,1071.15,7,70695.90000000001,0,3
38183,e4b3b04294,2,3148.0,2,6296.0,0,3
38184,e4b6d9c2e6,18,1650.9499999999998,4,29717.1,0,3
38185,e4b780da48,60,350.55,1,21033.0,0,3
38186,e4b986233c,26,601.84,2,15647.84,0,3
38187,e4bb444f52,19,643.0,5,12217.0,0,3
38188,e4bb534578,1,2200.0,1,2200.0,0,3
38189,e4bc339751,2,980.0,1,1960.0,0,3
38190,e4bc8a1112,14,2109.95,5,29539.299999999996,0,3
38191,e4befe51a5,142,63878.0,22,9070676.0,5,1
38192,e4c157b446,18,427.5,1,7695.0,0,3
38193,e4c57a1b59,16,499.0,1,7984.0,0,3
38194,e4c86f18a5,1,990.0,1,990.0,0,3
38195,e4c95f02d2,17,2147.0,1,36499.0,0,3
38196,e4c9a633d1,500,552.39,1,276195.0,0,3
38197,e4caaa2c1e,1,2299.0,1,2299.0,0,3
38198,e4ce1a8342,24,670.0,1,16080.0,0,3
38199,e4d03921aa,80,22909.0,6,1832720.0,0,3
38200,e4d2736bb8,1550,2591.93,8,4017491.4999999995,1,3
38201,e4d27dd503,125,442.77,1,55346.25,0,3
38202,e4d5461e4a,23,1299.0,1,29877.0,0,3
38203,e4d6666622,1,10900.0,1,10900.0,0,3
38204,e4d70909e8,33,110.0,1,3630.0,0,3
38205,e4d9878fe9,1,555.0,1,555.0,0,3
38206,e4e183a463,48,13972.0,5,670656.0,0,3
38207,e4e1e7cfcb,1,299.0,1,299.0,0,3
38208,e4e22cbcfe,2498,2256.88,2,5637686.24,0,0
38209,e4e7f06da5,2,2299.0,1,4598.0,0,3
38210,e4eed4f6e7,10,355.0,1,3550.0,0,3
38211,e4ef9f788e,8,3266.1000000000004,2,26128.800000000003,0,3
38212,e4efe85a82,78,393.02,2,30655.559999999998,0,3
38213,e4f136d1f9,1,1150.0,1,1150.0,0,3
38214,e4f3d8151b,1,2500.0,1,2500.0,0,3
38215,e4f488dfa6,39,139.0,1,5421.0,0,3
38216,e4f7bf747a,48,3075.52,6,147624.96,0,3
38217,e4f803bad7,2,296.65,1,593.3,0,3
38218,e5022a7fa6,19,12166.0,3,231154.0,0,3
38219,e502bf9d6c,163,202.06,3,32935.78,0,3
38220,e503b7fe65,57,180.0,1,10260.0,0,3
38221,e506744724,11,430.5,2,4735.5,0,3
38222,e509fcc38e,1,1189.0,1,1189.0,0,3
38223,e50a84141d,2998,1144.99,1,3432680.02,0,3
38224,e50be34f81,10,110.0,1,1100.0,0,3
38225,e50cb04ac4,100,1844.22,1,184422.0,0,3
38226,e50ccdc429,0,487.0,1,0.0,0,3
38227,e50f36755e,1,390.0,1,390.0,0,3
38228,e510808fdc,5,799.0,1,3995.0,0,3
38229,e51171010f,2,1185.6,2,2371.2,0,3
38230,e51315dad6,1,7499.0,1,7499.0,0,3
38231,e5139d0658,1,4200.0,1,4200.0,0,3
38232,e51579a955,301,3804.6400000000003,12,1145196.6400000001,1,0
38233,e516ac2478,6,208.6,1,1251.6,0,3
38234,e519f4ac02,20,2952.0,3,59040.0,0,3
38235,e51bb9b8b7,2,53490.0,1,106980.0,0,3
38236,e51c729e5a,490,2479.52,3,1214964.8,0,3
38237,e51e9669d8,211,14493.56,8,3058141.1599999997,1,3
38238,e51efd2709,5,690.0,1,3450.0,0,3
38239,e5205d2136,100,400.0,1,40000.0,0,3
38240,e5208b1ab5,9,2400.0,1,21600.0,0,3
38241,e5230d90e7,194,13710.0,1,2659740.0,0,3
38242,e524ffccde,1,34606.1,1,34606.1,0,3
38243,e525768fc2,68,428.24,2,29120.32,0,3
38244,e525ebdd24,52,2318.42,2,120557.84,0,3
38245,e526a2c6f6,10,141.55,1,1415.5,0,3
38246,e5280f278a,62,12378.8,15,767485.6,1,0
38247,e528f42dd4,3,11500.0,3,34500.0,0,3
38248,e52ab8f3fb,1,6950.0,1,6950.0,0,3
38249,e52c131000,593,2852.5,3,1691532.5,0,3
38250,e53059bca7,38,1508.0,2,57304.0,0,3
38251,e532b6ade2,0,523.77,1,0.0,0,3
38252,e532c60b27,10,489.0,1,4890.0,0,3
38253,e532e2c850,910,2739.0,3,2492490.0,0,3
38254,e535e32ac7,89,6028.8,20,536563.2000000001,1,0
38255,e5367ee518,1,1250000.0,1,1250000.0,0,3
38256,e53697f367,1,247.0,1,247.0,0,3
38257,e5375b0c28,85,310.0,1,26350.0,0,3
38258,e53a71bca1,147,6294.98,6,925362.0599999999,0,3
38259,e53abeb35d,254,362.62,3,92105.48,0,3
38260,e53e575dad,48,65.47,1,3142.56,0,3
38261,e540022afe,171,1333.0,3,227943.0,0,3
38262,e54146f098,6,2350.0,2,14100.0,0,3
38263,e541f7e780,3372,1041.3700000000001,2,3511499.6400000006,0,3
38264,e5429aeddc,29,2930.0,1,84970.0,0,3
38265,e5449b8a48,146,25496.7,12,3722518.2,1,0
38266,e545887e56,2,17100.0,2,34200.0,0,3
38267,e5460ce881,135,1312.1,3,177133.5,0,3
38268,e546166524,4,143.0,1,572.0,0,3
38269,e546a6e23c,2,320.0,2,640.0,0,3
38270,e54ab638ad,111,3321.35,11,368669.85,1,0
38271,e54ae8e2d1,6,1076.0,3,6456.0,0,3
38272,e54b8eda38,29,8347.05,3,242064.44999999998,0,3
38273,e54ce3776f,127,14198.949999999999,9,1803266.65,1,0
38274,e54d46c060,170,389.5,3,66215.0,0,3
38275,e54e60d603,8,1993.96,4,15951.68,0,3
38276,e55274f904,6,199.0,1,1194.0,0,3
38277,e553735285,1,491.0,2,491.0,0,3
38278,e553c14c6a,496,6681.0,5,3313776.0,0,3
38279,e553c704c3,1068,620.0,1,662160.0,0,3
38280,e5544421b2,400,1449.0,1,579600.0,0,3
38281,e5563f0b32,339,2617.65,5,887383.35,0,3
38282,e55704010c,463,22769.35,7,10542209.049999999,1,0
38283,e55720967a,10,703.0699999999999,3,7030.699999999999,0,3
38284,e55781578b,112,591.29,2,66224.48,0,3
38285,e557993693,14,9485.75,9,132800.5,1,0
38286,e558d6d5c5,1,2300.0,1,2300.0,0,3
38287,e55cf35f90,1,1249.0,1,1249.0,0,3
38288,e5636fda35,1195,3364.04,4,4020027.8,0,3
38289,e566767624,53,571.0,2,30263.0,0,3
38290,e568eb10c2,1,34000.0,1,34000.0,0,3
38291,e569e54ff6,6,350.0,1,2100.0,0,3
38292,e57d28a657,4,4098.0,2,16392.0,0,3
38293,e57d51c303,171,484.18,2,82794.78,0,3
38294,e57da619f1,1,1200.0,1,1200.0,0,3
38295,e57e2947b0,118,379.24,1,44750.32,0,3
38296,e58059de06,1,1960.0,1,1960.0,0,3
38297,e581233a7a,199,84300.0,3,16775700.0,1,0
38298,e5820802bc,50,122.55,1,6127.5,0,3
38299,e58629161c,96,966.0,1,92736.0,0,3
38300,e58646f870,23,3199.88,7,73597.24,0,3
38301,e58691859d,4,335.0,1,1340.0,0,3
38302,e58788c0f2,242,235.17,1,56911.14,0,3
38303,e5893ec8e3,63,2669.0,4,168147.0,0,3
38304,e58976d326,900,950.0,1,855000.0,0,3
38305,e58a6e2586,5,33777.0,1,168885.0,0,3
38306,e58b956c08,1,1470.0,1,1470.0,0,3
38307,e58c05019e,34,1250.0,1,42500.0,0,3
38308,e58f57ab62,9,4097.85,3,36880.65,0,3
38309,e5905c84ac,7,767.21,2,5370.47,0,3
38310,e591f7f67a,78,94.5,1,7371.0,0,3
38311,e5942414f3,1,4750.0,1,4750.0,0,3
38312,e59525e22d,2,307.37,1,614.74,0,3
38313,e596e48974,1,8300.0,1,8300.0,0,3
38314,e597234f68,18,500.0,2,9000.0,0,3
38315,e599c07272,10,2523.91,6,25239.1,0,3
38316,e59ab9033f,8098,3770.01,7,30529540.98,3,4
38317,e59addf66c,5,170.0,1,850.0,0,3
38318,e59b37c45e,5,830.0,2,4150.0,0,3
38319,e59d472f24,21,575.0,4,12075.0,0,3
38320,e59e130e97,15,199.0,1,2985.0,0,3
38321,e59f3a0527,12,1575.0,3,18900.0,0,3
38322,e5a17045c8,933,2873.65,3,2681115.45,0,3
38323,e5a3d3a50a,10,1756.0,1,17560.0,0,3
38324,e5a40d7109,7,1847.0,3,12929.0,0,3
38325,e5a41a9522,2323,3215.0,9,7468445.0,1,0
38326,e5a4d2a669,1,2798.0,1,2798.0,0,3
38327,e5ac16fa4e,199,421.6,5,83898.40000000001,0,3
38328,e5b257a4bf,124,545.4,4,67629.59999999999,0,3
38329,e5b3db3730,61,540.0,1,32940.0,0,3
38330,e5b5b49033,50,920.0,1,46000.0,0,3
38331,e5b64b98fc,41,10155.0,8,416355.0,0,3
38332,e5b6bb1b68,7,632.8,2,4429.599999999999,0,3
38333,e5b83e3e10,1,5500.0,1,5500.0,0,3
38334,e5b88bddcc,20,141490.0,11,2829800.0,1,0
38335,e5b89b9ca8,239,14949.0,20,3572811.0,1,0
38336,e5b93fe0cd,1,298.0,1,298.0,0,3
38337,e5ba876b99,57,90.0,1,5130.0,0,3
38338,e5badf1c68,1,599.0,1,599.0,0,3
38339,e5bebd4339,1,8800.0,1,8800.0,0,3
38340,e5c143d09f,2,699.0,1,1398.0,0,3
38341,e5c196563e,5,184.3,1,921.5,0,3
38342,e5c435198d,30,294.78,3,8843.4,0,3
38343,e5c4aedfd4,21,187.74,1,3942.54,0,3
38344,e5c502a6b4,640,99.0,1,63360.0,0,3
38345,e5c5435869,1,20000.0,1,20000.0,0,3
38346,e5c6990b1a,2,1327.0,1,2654.0,0,3
38347,e5c6e120d3,186,299.0,2,55614.0,0,3
38348,e5c8b84d63,3,1311.78,3,3935.34,0,3
38349,e5cc1ab8f7,16,18551.47,6,296823.52,0,3
38350,e5cc419a74,13,174.0,2,2262.0,0,3
38351,e5cd2a127e,77,1662.5,1,128012.5,0,3
38352,e5d296c6b3,10,700.0,1,7000.0,0,3
38353,e5d35bfba4,422,330.57,3,139500.54,0,3
38354,e5d422722a,1,140.0,1,140.0,0,3
38355,e5d434a27d,30,561.18,1,16835.399999999998,0,3
38356,e5d4796c4e,0,125.0,1,0.0,0,3
38357,e5d4efacf1,818,800.0,1,654400.0,0,3
38358,e5d4eff08a,4,1288.0,2,5152.0,0,3
38359,e5d605f795,129,490.0,2,63210.0,0,3
38360,e5d8fbb4c1,99,99.0,1,9801.0,0,3
38361,e5d9db50be,8997,1606.4499999999998,3,14453230.649999999,3,0
38362,e5dc61c3ac,68,549.0,1,37332.0,0,3
38363,e5ddbc12ce,1087,9060.0,6,9848220.0,1,0
38364,e5e0002d23,167,2200.09,3,367415.03,0,3
38365,e5e1bc9964,1,499.0,1,499.0,0,3
38366,e5e3acd78c,14,434.0,1,6076.0,0,3
38367,e5e3b96971,5,750.0,1,3750.0,0,3
38368,e5e5b6d5b9,51,19960.0,10,1017960.0,1,0
38369,e5e6e1c7b9,14,5640.0,3,78960.0,0,3
38370,e5e742e65f,12,242.25,2,2907.0,0,3
38371,e5e826517a,1,1600.0,1,1600.0,0,3
38372,e5e9ccae11,29,2720.0,2,78880.0,0,3
38373,e5eaa2a01a,67,8962.5,5,600487.5,0,3
38374,e5eb9a30d5,626,21746.149999999998,8,13613089.899999999,1,0
38375,e5ebb78cbc,90,2075.05,7,186754.50000000003,0,3
38376,e5eea732d6,1,1500.0,1,1500.0,0,3
38377,e5ef10d184,13,486.54,1,6325.02,0,3
38378,e5f17f324f,54,4945.0,6,267030.0,0,3
38379,e5f1efe90d,2,4449.0,1,8898.0,0,3
38380,e5f3950f92,1,4300.0,1,4300.0,0,3
38381,e5f50db719,148,1084.1,6,160446.8,0,3
38382,e5f57018bb,3292,6264.07,13,20621318.439999998,5,1
38383,e5f57a0dd6,1,4247.55,1,4247.55,0,3
38384,e5f7313b5e,1,1193.82,1,1193.82,0,3
38385,e5f73a6afd,100,490.0,1,49000.0,0,3
38386,e5f875582d,16,490.0,2,7840.0,0,3
38387,e5fa47b16b,343,4541.85,4,1557854.55,0,3
38388,e5fb55f32c,15,2314.34,3,34715.100000000006,0,3
38389,e5ff39a895,800,389.46,1,311568.0,0,3
38390,e6000209dc,9,1350.0,2,12150.0,0,3
38391,e6000cafd7,2,8198.0,2,16396.0,0,3
38392,e6014ba1b2,810,585.06,5,473898.6,0,3
38393,e602c196fb,2,1309.55,3,2619.1,0,3
38394,e6050b8e1d,1,129.0,1,129.0,0,3
38395,e6068eb8cf,1,699.0,1,699.0,0,3
38396,e607c82f57,0,3299.0,1,0.0,0,3
38397,e608b038b0,6,1215.89,1,7295.34,0,3
38398,e609802811,164,16347.0,8,2680908.0,1,3
38399,e60c4fb048,1,870.0,1,870.0,0,3
38400,e60d57594c,666,1683.35,1,1121111.0999999999,0,3
38401,e60f07f04a,31,616.98,1,19126.38,0,3
38402,e610075c70,1,899.0,1,899.0,0,3
38403,e6126a5d35,99,570.0,2,56430.0,0,3
38404,e612b02de6,1,500.0,1,500.0,0,3
38405,e613e7868c,1,1049.0,1,1049.0,0,3
38406,e614612de0,48,5698.0,5,273504.0,0,3
38407,e6155fc9f5,217,2308.0,12,500836.0,1,0
38408,e617916577,92,1282.8600000000001,3,118023.12000000001,0,3
38409,e617b727af,46,2176.0,6,100096.0,0,3
38410,e61a0ed3c2,382,246.98,1,94346.36,0,3
38411,e61d0b6f7e,1,399.0,1,399.0,0,3
38412,e61d8942b0,1,6900.0,1,6900.0,0,3
38413,e61dd9d9bd,9,5500.0,1,49500.0,0,3
38414,e621153fa6,1,9999.0,1,9999.0,0,3
38415,e6234c027b,288,4494.13,13,1294309.44,1,0
38416,e6260d9cae,7286,2738.17,8,19950306.62,3,1
38417,e62b59e81d,62,1861.05,7,115385.09999999999,0,3
38418,e62b77b2b2,116,3833.05,7,444633.80000000005,0,3
38419,e62d89c637,71,245.28,3,17414.88,0,3
38420,e62da86a75,100,467.65,1,46765.0,0,3
38421,e62e00508e,1,650.0,1,650.0,0,3
38422,e6337dea91,3,210.0,1,630.0,0,3
38423,e63538e119,11,2350.0,1,25850.0,0,3
38424,e636624547,63,6391.0,9,402633.0,1,0
38425,e6378e066b,1,1680.0,1,1680.0,0,3
38426,e6394850a1,492,16868.0,19,8299056.0,1,0
38427,e63add389b,4,5600.0,4,22400.0,0,3
38428,e63b7e6c87,1,600.0,1,600.0,0,3
38429,e63b90fda9,496,1528.1,2,757937.6,0,3
38430,e63b95d658,16,1174.7,2,18795.2,0,3
38431,e63cb43fdc,364,332.22,2,120928.08000000002,0,3
38432,e63e160e7d,34,513.11,2,17445.74,0,3
38433,e63f3c3349,1,47500.0,1,47500.0,0,3
38434,e63fbc1c99,183,2066.2,3,378114.6,0,3
38435,e6400a243a,1,3999.0,1,3999.0,0,3
38436,e6409cd288,4,300.0,1,1200.0,0,3
38437,e640aede8d,74,654.2,3,48410.8,0,3
38438,e641544e76,698,306.0,1,213588.0,0,3
38439,e641b2e094,226,1430.0,3,323180.0,0,3
38440,e642b2ffc5,40,109.0,1,4360.0,0,3
38441,e64327d477,4,288.0,2,1152.0,0,3
38442,e64483b90a,7,1267.0,3,8869.0,0,3
38443,e64726e969,10,590.0,1,5900.0,0,3
38444,e648c28d2e,24,6043.0,7,145032.0,0,3
38445,e64a55a68a,2,1750.0,1,3500.0,0,3
38446,e64c8db2b0,447,1500.0,1,670500.0,0,3
38447,e64e4bcdcc,242,8803.5,11,2130447.0,1,0
38448,e64e4e5688,70,84.18,1,5892.6,0,3
38449,e6504f11ac,39,548.0,2,21372.0,0,3
38450,e6513548b7,25,136.3,1,3407.5000000000005,0,3
38451,e6561c3971,339,1205.98,4,408827.22000000003,0,3
38452,e656ea616e,1,750.0,1,750.0,0,3
38453,e657cfc12d,5,500.0,2,2500.0,0,3
38454,e659d6f7d3,150,319.31,1,47896.5,0,3
38455,e65c126c81,3,290.0,1,870.0,0,3
38456,e65d3c55ad,18,399.0,1,7182.0,0,3
38457,e65e8d867e,12,329.0,1,3948.0,0,3
38458,e65f5e854b,170,189.05,1,32138.500000000004,0,3
38459,e666b2fa1a,2,1199.0,2,2398.0,0,3
38460,e666fcadf9,3,250.2,2,750.5999999999999,0,3
38461,e667a43e3c,1,799.0,1,799.0,0,3
38462,e6690baa7c,1,1000.0,1,1000.0,0,3
38463,e66ed8200c,1,300.0,1,300.0,0,3
38464,e670206071,1,2750.0,1,2750.0,0,3
38465,e67029bcf8,14,8193.25,13,114705.5,1,0
38466,e67187a19c,9093,159.0,1,1445787.0,3,0
38467,e671dcf8fc,66,3550.0,2,234300.0,0,3
38468,e673cf5e25,91,885.0,3,80535.0,0,3
38469,e674e3da65,32,380.0,1,12160.0,0,3
38470,e6751154d4,8,226.59,1,1812.72,0,3
38471,e676cfaf25,150,303.79,1,45568.5,0,3
38472,e67a785751,10,339.0,1,3390.0,0,3
38473,e67c90d3db,33,6802.0,8,224466.0,0,3
38474,e67db7ffcb,908,24514.0,16,22258712.0,5,1
38475,e67f941061,4,185.0,2,740.0,0,3
38476,e680203b06,182,2524.6,12,459477.2,1,0
38477,e68461b5aa,375,37914.14,45,14217802.5,5,1
38478,e68588c3b8,41,589.5,1,24169.5,0,3
38479,e6885017eb,5,4000.0,6,20000.0,0,3
38480,e68957d3ed,3,4000.0,1,12000.0,0,3
38481,e68a0a5088,1,1499.0,1,1499.0,0,3
38482,e68a1223ca,4,8166.2,4,32664.8,0,3
38483,e68e45cc14,52,58.83,1,3059.16,0,3
38484,e68f4534d3,25,12587.5,1,314687.5,0,3
38485,e6934af09d,49,8913.46,5,436759.54,0,3
38486,e695f11888,1,1000.0,1,1000.0,0,3
38487,e696a74cfe,2047,2312.14,4,4732950.58,1,3
38488,e696f28789,19960,425.0,2,8483000.0,3,4
38489,e698c24963,7,3350.0,1,23450.0,0,3
38490,e69913fb12,50,3837.12,4,191856.0,0,3
38491,e69b05aae7,108,15489.36,8,1672850.8800000001,1,3
38492,e69ba5d607,1,298.0,1,298.0,0,3
38493,e69d2e4755,50,378.0,1,18900.0,0,3
38494,e69e0d8d37,1,600.0,1,600.0,0,3
38495,e69e405738,74,1298.19,1,96066.06,0,3
38496,e69f4c97b5,1,1250.0,1,1250.0,0,3
38497,e6a4421c7a,21,344.58,3,7236.179999999999,0,3
38498,e6a6d549b2,31,299.0,1,9269.0,0,3
38499,e6a757afd1,1,619.9,1,619.9,0,3
38500,e6ac063b8c,32,3587.0,1,114784.0,0,3
38501,e6b306e6f8,17091,1884.82,2,32213458.619999997,3,4
38502,e6b38acbc3,93,120.0,1,11160.0,0,3
38503,e6b456f190,22,1998.0,1,43956.0,0,3
38504,e6b7a6316d,11319,596.64,3,6753368.16,3,0
38505,e6ba8c0cdc,50,325.0,1,16250.0,0,3
38506,e6bb0502b2,1,88000.0,1,88000.0,0,3
38507,e6bb4946f3,14,4532.1,2,63449.40000000001,0,3
38508,e6bc7b00c9,52,9090.0,3,472680.0,0,3
38509,e6bf25aa5e,65,529.0,1,34385.0,0,3
38510,e6c01e1263,113,1435.92,3,162258.96000000002,0,3
38511,e6c1318fba,1,2199.0,1,2199.0,0,3
38512,e6c2a31af5,10,7300.0,1,73000.0,0,3
38513,e6c406d2c8,0,499.0,1,0.0,0,3
38514,e6c4bfb46e,145,16476.0,8,2389020.0,1,3
38515,e6c5bb2022,20,331.17999999999995,2,6623.5999999999985,0,3
38516,e6ca53655e,69,329.0,1,22701.0,0,3
38517,e6cb117bb1,4,1450.0,1,5800.0,0,3
38518,e6cb3341bf,13,1424.0,5,18512.0,0,3
38519,e6cbdf3740,23,5184.0,7,119232.0,0,3
38520,e6cce32445,1,4700.0,1,4700.0,0,3
38521,e6cd79f1da,48,1489.37,4,71489.76,0,3
38522,e6ce54bc1a,8,298.0,1,2384.0,0,3
38523,e6cf19b83d,2,2648.0,2,5296.0,0,3
38524,e6d144ff3a,7,620.0,3,4340.0,0,3
38525,e6d371eeaf,2,4373.1900000000005,2,8746.380000000001,0,3
38526,e6d4966890,7,180.0,1,1260.0,0,3
38527,e6d57c7b95,43,2037.08,1,87594.44,0,3
38528,e6d5dd12fe,16,1748.0,2,27968.0,0,3
38529,e6d698b24a,2,1249.0,1,2498.0,0,3
38530,e6d7addfda,12,1892.73,3,22712.760000000002,0,3
38531,e6d82dd0e3,4547,5827.45,14,26497415.15,5,1
38532,e6dd48301b,54,115.0,1,6210.0,0,3
38533,e6de2e2a42,1,282460.62,1,282460.62,0,3
38534,e6de8f3700,1,2900.0,1,2900.0,0,3
38535,e6df6761f1,5,1748.05,2,8740.25,0,3
38536,e6dfe2afd4,491,1990.0,5,977090.0,0,3
38537,e6e040eacf,5,7450.0,1,37250.0,0,3
38538,e6e3feacc4,2,1299.0,1,2598.0,0,3
38539,e6e679462d,85,348.66,2,29636.100000000002,0,3
38540,e6e6d877e1,1,800.0,1,800.0,0,3
38541,e6e7874c73,0,6999.0,1,0.0,0,3
38542,e6e7e8ae19,1,2000.0,1,2000.0,0,3
38543,e6e853b01f,4,3056.1,4,12224.4,0,3
38544,e6e854f219,1564,15258.26,8,23863918.64,5,1
38545,e6e99d79f0,1,299.0,1,299.0,0,3
38546,e6eced8782,87,5538.75,9,481871.25,1,0
38547,e6ee4b3ab1,890,2314.5,7,2059905.0,1,3
38548,e6efe8d799,435,6629.55,11,2883854.25,1,0
38549,e6f15f3832,298,5500.0,3,1639000.0,0,3
38550,e6f43e2fa7,1,70.0,1,70.0,0,3
38551,e6f47cb06a,1,650.0,1,650.0,0,3
38552,e6f5467707,101,1081.75,5,109256.75,0,3
38553,e6f5658252,32,2970.51,4,95056.32,0,3
38554,e6fa8a00e8,997,792.39,1,790012.83,0,3
38555,e6fc95671c,949,2018.95,11,1915983.55,1,0
38556,e6fd7216d8,24,3466.0,8,83184.0,0,3
38557,e70051cfde,13,1790.0,2,23270.0,0,3
38558,e700590aad,116,818.6099999999999,2,94958.76,0,3
38559,e70076cc3e,1,156.0,1,156.0,0,3
38560,e7092fd4ec,195,33834.0,34,6597630.0,5,1
38561,e709bbcb67,1,3500.0,1,3500.0,0,3
38562,e70bb00312,452,3600.5099999999998,10,1627430.5199999998,1,0
38563,e70dfcfd88,2,180.0,1,360.0,0,3
38564,e70e0afefa,1280,477.94,1,611763.2,0,3
38565,e70e581ce9,49,261.14,1,12795.859999999999,0,3
38566,e70e5fcce0,17,548.0,2,9316.0,0,3
38567,e70ef8602f,2,158.0,1,316.0,0,3
38568,e711c3bb2a,6,298.99,1,1793.94,0,3
38569,e7127e6b9c,100,799.0,1,79900.0,0,3
38570,e713b13582,3,23419.0,3,70257.0,0,3
38571,e713fa1abf,2,918.0,2,1836.0,0,3
38572,e7164a88e0,2360,1632.6599999999999,4,3853077.5999999996,0,3
38573,e716e91fb1,107,272.36,1,29142.52,0,3
38574,e71732a6a7,82,242.8,1,19909.600000000002,0,3
38575,e718ead3c5,36,615.43,2,22155.48,0,3
38576,e71a80c1a2,23,490.0,1,11270.0,0,3
38577,e71c448351,10,499.0,1,4990.0,0,3
38578,e71f5b8fd2,16,2045.28,2,32724.48,0,3
